12852076,12852362,How can I rotate an onscreen component in Java?,--CODE--So anyways theres my code. It probably looks a bit jumbled as I am not used to stackoverflow just yet so I apologize. Here's my question: This program makes this small rectangle slowly move to the right; how can I add rotation to the rectangles movement during that time period?,"["" import javax.swing.*; import java.awt.*; public class JFrameAnimationTest extends JFrame {     public static void main(String[] args) throws Exception{        AnimationPanel animation = new AnimationPanel();        JFrameAnimationTest frame = new JFrameAnimationTest();        frame.setSize(600, 480);        frame.setLocationRelativeTo(null);        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);        frame.add(animation);        frame.setVisible(true);                for(int i = 0; i < 100; i++) {            animation.incX(1);            //animation.incY(1);            animation.repaint();            Thread.sleep(10);        }    }}class AnimationPanel extends JPanel {    int x = 10;    int y = 10;     public AnimationPanel() {          }  @Override  protected void paintComponent(Graphics g) {      super.paintComponent(g);      g.setColor(Color.BLUE);      g.drawRect(x, y, 20, 20);      g.fillRect(x, y, 20, 20);  }  protected void incX(int X) {      x += X;  }  protected void incY(int Y) {      y += Y;  }}""]",<java><swing><graphics2d><paintcomponent>,12852362,"Note: I haven't actually compiled this code, but you get the gist.--CODE--Also note that you should really be using something like a javax.swing.Timer when you modify x, y, and rotation and when you call repaint(). That way all of it happens on the event dispatch thread.","[""public void paintComponent( Graphics g ){    super.paintComponent( g );    Graphics2D g2d = (Graphics2D) g;    // The 20x20 rectangle that you want to draw    Rectangle2D rect = new Rectangle2D.Double( 0, 0, 20, 20 );    // This transform is used to modify the rectangle (an affine    // transform is a way to do operations like translations, rotations,    // scalings, etc...)    AffineTransform transform = new AffineTransform();    // 3rd operation performed: translate the rectangle to the desired    // x and y position    transform.translate( x + 10, y + 10 );    // 2nd operation performed: rotate the rectangle around the origin    transform.rotate( rotation );    // 1st operation performed: translate the rectangle such that it is    // centered on the origin    transform.translate( -10, -10 );    // Apply the affine transform    Shape s = transform.createTransformedShape( rect );    // Fill the shape with the current paint    g2d.fill( s );    // Stroke the edge of the shape with the current paint    g2d.draw( s );}""]",Graphical User Interfaces,"{""A selection of Swing components"": 0.8, ""Swing basics"": 0.7}"
13931081,13962197,JTextField focus is not getting on the first click of Tab button,i've done an application with two JTextField with the autocomplete featurethe application works fine but On clicking the Tab Button while the mouse pointer is on the first TextField the Mouse focus is not going into the second Textfield but gets the focus on the second time. i.e for passing the focus we have press the Tab button twiceCan anyone tell me wat's the reason and the solution for this problemMy code is given below--CODE--Thanks in advance.,"[""import java.awt.BorderLayout;import java.awt.Dimension;import java.awt.event.*;import java.text.Collator;import java.util.*;import javax.swing.DefaultComboBoxModel;import javax.swing.JComboBox;import javax.swing.JTextField;import javax.swing.event.DocumentEvent;import javax.swing.event.DocumentListener;import javax.swing.text.AttributeSet;import javax.swing.text.BadLocationException;import javax.swing.text.PlainDocument;public class AutoCompleteExample extends javax.swing.JFrame {    public AutoCompleteExample() {        initComponents();         List<Country> countries = new ArrayList<Country>();        Locale[] locales = Locale.getAvailableLocales();        for (Locale locale : locales) {        String iso = locale.getISO3Country();        String code = locale.getCountry();        String name = locale.getDisplayCountry();        if (!\""\"".equals(iso) &amp;&amp; !\""\"".equals(code) &amp;&amp; !\""\"".equals(name)) {            countries.add(new Country(iso, code, name));        }        }        Collections.sort(countries, new CountryComparator());        java.util.Set<String> item = new java.util.TreeSet<String>();        for(Country cn:countries){            item.add(\""\""+cn);        }        ArrayList<String> items = new ArrayList<String>(item);        setupAutoComplete(country,code, items);        country.setColumns(30);       }    @SuppressWarnings(\""unchecked\"")    // <editor-fold defaultstate=\""collapsed\"" desc=\""Generated Code\"">    private void initComponents() {        jDesktopPane1 = new javax.swing.JDesktopPane();        jLabel1 = new javax.swing.JLabel();        country = new javax.swing.JTextField();        jLabel2 = new javax.swing.JLabel();        code = new javax.swing.JTextField();        setDefaultCloseOperation(javax.swing.WindowConstants.EXIT_ON_CLOSE);        jDesktopPane1.setBackground(javax.swing.UIManager.getDefaults().getColor(\""Button.background\""));        jLabel1.setHorizontalAlignment(javax.swing.SwingConstants.RIGHT);        jLabel1.setText(\""Country Name\"");        jLabel1.setBounds(0, 10, 80, 20);        jDesktopPane1.add(jLabel1, javax.swing.JLayeredPane.DEFAULT_LAYER);        country.addFocusListener(new java.awt.event.FocusAdapter() {            public void focusLost(java.awt.event.FocusEvent evt) {                countryFocusLost(evt);            }        });        country.addKeyListener(new java.awt.event.KeyAdapter() {            public void keyReleased(java.awt.event.KeyEvent evt) {                countryKeyReleased(evt);            }        });        country.setBounds(90, 10, 140, 20);        jDesktopPane1.add(country, javax.swing.JLayeredPane.DEFAULT_LAYER);        jLabel2.setHorizontalAlignment(javax.swing.SwingConstants.RIGHT);        jLabel2.setText(\""Code\"");        jLabel2.setBounds(235, 10, 50, 20);        jDesktopPane1.add(jLabel2, javax.swing.JLayeredPane.DEFAULT_LAYER);        code.setBounds(300, 10, 160, 20);        jDesktopPane1.add(code, javax.swing.JLayeredPane.DEFAULT_LAYER);        javax.swing.GroupLayout layout = new javax.swing.GroupLayout(getContentPane());        getContentPane().setLayout(layout);        layout.setHorizontalGroup(            layout.createParallelGroup(javax.swing.GroupLayout.Alignment.LEADING)            .addComponent(jDesktopPane1, javax.swing.GroupLayout.DEFAULT_SIZE, 473, Short.MAX_VALUE)        );        layout.setVerticalGroup(            layout.createParallelGroup(javax.swing.GroupLayout.Alignment.LEADING)            .addComponent(jDesktopPane1, javax.swing.GroupLayout.DEFAULT_SIZE, 43, Short.MAX_VALUE)        );        pack();    }// </editor-fold>    private void countryFocusLost(java.awt.event.FocusEvent evt) {        // TODO add your handling code here:    }    private void countryKeyReleased(java.awt.event.KeyEvent evt) {    }    public static void main(String args[]) {        java.awt.EventQueue.invokeLater(new Runnable() {            public void run() {                new AutoCompleteExample().setVisible(true);            }        });    }    // Variables declaration - do not modify    public static javax.swing.JTextField code;    public static javax.swing.JTextField country;    private javax.swing.JDesktopPane jDesktopPane1;    private javax.swing.JLabel jLabel1;    private javax.swing.JLabel jLabel2;    // End of variables declaration private static boolean isAdjusting(JComboBox cbInput) {        if (cbInput.getClientProperty(\""is_adjusting\"") instanceof Boolean) {            return (Boolean) cbInput.getClientProperty(\""is_adjusting\"");        }        return false;    }    private static void setAdjusting(JComboBox cbInput, boolean adjusting) {        cbInput.putClientProperty(\""is_adjusting\"", adjusting);    }    public static void setupAutoComplete(final JTextField txtInput,final JTextField txtInput2, final ArrayList<String> items) {        final DefaultComboBoxModel model = new DefaultComboBoxModel();        final JComboBox cbInput = new JComboBox(model) {            public Dimension getPreferredSize() {                return new Dimension(super.getPreferredSize().width, 0);            }        };        setAdjusting(cbInput, false);        for (Object item : items) {            model.addElement(item);        }        cbInput.setSelectedItem(null);        cbInput.addActionListener(new ActionListener() {            @Override            public void actionPerformed(ActionEvent e) {                if (!isAdjusting(cbInput)) {                    if (cbInput.getSelectedItem() != null) {                        txtInput.setText(cbInput.getSelectedItem().toString());                        txtInput2.setText(datas.get(cbInput.getSelectedItem().toString())+\""\"");                    }                }            }        });        txtInput.addKeyListener(new KeyAdapter() {            @Override            public void keyPressed(KeyEvent e) {                setAdjusting(cbInput, true);                if (e.getKeyCode() == KeyEvent.VK_SPACE) {                    if (cbInput.isPopupVisible()) {                        e.setKeyCode(KeyEvent.VK_ENTER);                    }                }                if (e.getKeyCode() == KeyEvent.VK_ENTER || e.getKeyCode() == KeyEvent.VK_UP || e.getKeyCode() == KeyEvent.VK_DOWN) {                    e.setSource(cbInput);                    cbInput.dispatchEvent(e);                    if (e.getKeyCode() == KeyEvent.VK_ENTER) {                        txtInput.setText(cbInput.getSelectedItem().toString());                        // System.out.println(\""SEEEEE:\""+datas.get(cbInput.getSelectedItem().toString()));                        txtInput2.setText(datas.get(cbInput.getSelectedItem().toString())+\""\"");                        cbInput.setPopupVisible(false);                    }                }                if (e.getKeyCode() == KeyEvent.VK_ESCAPE) {                    cbInput.setPopupVisible(false);                }                setAdjusting(cbInput, false);            }            @Override             public void keyReleased(KeyEvent e)             {                setAdjusting(cbInput, true);                if (e.getKeyCode() == KeyEvent.VK_SPACE) {                    if (cbInput.isPopupVisible()) {                        e.setKeyCode(KeyEvent.VK_ENTER);                    }                }                if (e.getKeyCode() == KeyEvent.VK_ENTER || e.getKeyCode() == KeyEvent.VK_UP || e.getKeyCode() == KeyEvent.VK_DOWN) {                    e.setSource(cbInput);                    cbInput.dispatchEvent(e);                    if (e.getKeyCode() == KeyEvent.VK_ENTER) {                        txtInput.setText(cbInput.getSelectedItem().toString());                        // System.out.println(\""SEEEEE:\""+datas.get(cbInput.getSelectedItem().toString()));                        txtInput2.setText(datas.get(cbInput.getSelectedItem().toString())+\""\"");                        cbInput.setPopupVisible(false);                    }                }                if (e.getKeyCode() == KeyEvent.VK_ESCAPE) {                    cbInput.setPopupVisible(false);                }                setAdjusting(cbInput, false);             }        });        txtInput.addFocusListener(new FocusListener() {            public void focusGained(FocusEvent e) {            }            @Override            public void focusLost(FocusEvent e) {            try{     setAdjusting(cbInput, true);                 e.setSource(cbInput);                 cbInput.dispatchEvent(e);                 txtInput.setText(cbInput.getSelectedItem().toString());                       // System.out.println(\""SEEEEE:\""+datas.get(cbInput.getSelectedItem().toString()));                 txtInput2.setText(datas.get(cbInput.getSelectedItem().toString())+\""\"");                 cbInput.setPopupVisible(false);                  setAdjusting(cbInput, false);            }catch(Exception s){country.setText(\""\"");code.setText(\""\"");            }              }            });        txtInput.getDocument().addDocumentListener(new DocumentListener() {            public void insertUpdate(DocumentEvent e) {                updateList();            }            public void removeUpdate(DocumentEvent e) {                updateList();            }            public void changedUpdate(DocumentEvent e) {                updateList();            }            private void updateList() {                setAdjusting(cbInput, true);                model.removeAllElements();                String input = txtInput.getText();                if (!input.isEmpty()) {                    for (Object item : items) {                        if ((item+\""\"").toLowerCase().startsWith(input.toLowerCase())) {                            model.addElement(item);                        }                    }                }                cbInput.setPopupVisible(model.getSize() > 0);                setAdjusting(cbInput, false);            }        });        txtInput.setLayout(new BorderLayout());        txtInput.add(cbInput, BorderLayout.SOUTH);    }    public static HashMap datas=new HashMap();;}////////////////////////////////////////////////////class JTextFieldLimits for limiting texfield strength/////////////////////////////////////////class JTextFieldLimits extends PlainDocument {  private int limit;  JTextFieldLimits(int limit) {   super();   this.limit = limit;   }    @Override  public void insertString( int offset, String  str, AttributeSet attr ) throws BadLocationException {    if (str == null) return;    if ((getLength() + str.length()) <= limit) {      super.insertString(offset, str, attr);    }  }}////////////////////////////////////////////////////class Country for getting names/////////////////////////////////////////class Country {  private String iso;  private String code;  public String name;  Country(String iso, String code, String name) {    this.iso = iso;    this.code = code;    this.name = name;      AutoCompleteExample.datas.put(name, code);  }    @Override  public String toString() {    return  name;  }  public String getName() {    return  code;  }}class CountryComparator implements Comparator<Country> {  private Comparator comparator;  CountryComparator() {    comparator = Collator.getInstance();  }    @Override  public int compare(Country o1, Country o2) {    return comparator.compare(o1.name, o2.name);  }}""]",<java><swing><autocomplete><focus><jtextfield>,13962197,"The problem is that your JComboBox you're using for displaying the autocomplete is focusable.  So when you hit tab, it focuses on the non-visible ComboBox.  If you use this line after declaring cbInput in setupAutoComplete, it should fix your problem:--CODE--Example:--CODE--","[""    cbInput.setFocusable(false);"", ""public static void setupAutoComplete(final JTextField txtInput,final JTextField txtInput2, final ArrayList<String> items) {        final DefaultComboBoxModel model = new DefaultComboBoxModel();        final JComboBox cbInput = new JComboBox(model) {            public Dimension getPreferredSize() {                return new Dimension(super.getPreferredSize().width, 0);            }        };        //The important line:        cbInput.setFocusable(false);        setAdjusting(cbInput, false);        for (Object item : items) {            model.addElement(item);        }        ...}     ""]",Graphical User Interfaces,"{""Capturing an event"": 0.8, ""The Swing event model"": 0.8, ""A selection of Swing components"": 0.65}"
16159385,,Java textBox.setText() error (too much text?),"I have a total noob Java question :|When using the setText() method, I get this error--CODE--And this is my action event --CODE--list is my JTextArea, those numbers and hex as well as the | are what I'm basically trying to remove from the text area.Thanks anyone :)","[""javax.swing.JTextArea[,0,-26524,590x27015,layout=javax.swing.plaf.basic.BasicTextUI$UpdateHandler,alignmentX=0.0,alignmentY=0.0,border=javax.swing.plaf.basic.BasicBorders$MarginBorder@52d1f1fb,flags=296,maximumSize=,minimumSize=,preferredSize=,caretColor=sun.swing.PrintColorUIResource[r=51,g=51,b=51],disabledTextColor=javax.swing.plaf.ColorUIResource[r=184,g=207,b=229],editable=true,margin=javax.swing.plaf.InsetsUIResource[top=0,left=0,bottom=0,right=0],selectedTextColor=sun.swing.PrintColorUIResource[r=51,g=51,b=51],selectionColor=javax.swing.plaf.ColorUIResource[r=184,g=207,b=229],colums=20,columWidth=11,rows=5,rowHeight=15,word=false,wrap=false]"", ""    list.setText(list.toString().replaceAll(\""|3835569365|e49e24d5\"", \""\""));""]",<java><swing><netbeans><methods><settext>,16159400,"The problem is you are using toString() when you should using getText().Change your code to read more like...--CODE--InsteadtoString() is returning stateful information about the object, you shouldn't need to use in every day work","[""list.setText(list.getText().replaceAll(\""|3835569365|e49e24d5\"", \""\""));""]",Graphical User Interfaces,"{""Text areas"": 0.9, ""A selection of Swing components"": 0.85}"
33657583,33658152,Creating a Canvas for both input and output - Java,I want to create a black canvas for both inputting and outputting text. I was wondering how you would initialize and implement this code. Thank You!,[],<java><user-interface>,33658152,"Expanding on what user3437460 said is that you can create a JFrame and add a JTextArea to that JFrame. Like he said, set the background and foreground colors of the JTextArea and handle any input that the user enters. If you still don't understand, here's a quick example:--CODE--I believe this is what you are trying to achieve?","[""public class Console extends JFrame{    private final JTextArea text;    private final DocumentListener docListener = new DocumentListener()    {        @Override        public void insertUpdate(DocumentEvent e)        {            System.out.println(\""String inserted\"");            // This is called when text is inserted into the JTextArea            // Similar to a user typing        }        @Override        public void removeUpdate(DocumentEvent e)        {            System.out.println(\""String removed\"");            // This is called when text is removed from the JTextArea            // Similar to a user backspacing        }        @Override        public void changedUpdate(DocumentEvent e)        {            // This isn't all that necessary because it doesn't apply to JTextAreas        }    };    public Console()    {        text = new javax.swing.JTextArea();        setDefaultCloseOperation(javax.swing.WindowConstants.EXIT_ON_CLOSE);        setTitle(\""Console\"");        text.setBackground(new java.awt.Color(0, 0, 0));        text.setColumns(40);        text.setForeground(new java.awt.Color(0, 255, 0));        text.setRows(10);        text.setText(\""I am a console!\"");        text.setCaretColor(new java.awt.Color(0, 255, 0));        Document doc = new PlainDocument();        doc.addDocumentListener(docListener);        text.setDocument(doc);        getContentPane().add(new JScrollPane(text), java.awt.BorderLayout.CENTER);        pack();        setLocationRelativeTo(null);    }                           public static void main(String args[])    {        EventQueue.invokeLater(new Runnable()        {            @Override            public void run()            {                new Console().setVisible(true);            }        });    }}""]",Graphical User Interfaces,"{""Text areas"": 0.9, ""A selection of Swing components"": 0.85}"
18119829,,How to split the string with bullets(All types)using regex in java,Below is my text--CODE--I want to split the text based on below pattern and remove the bullets--CODE--So i want to generate following result--CODE--sam.txtThanks,"["" Welcome to java programming 1) Oops concepts a) Encapsulation A) Abstraction I) Inheritance  • Polymorphism2)sample program on java 1.Project source code sample text files • sample.txt b)sam.txt"", ""1)any bullet 1)I)a)A)•2)followed by space3)followed by uppercase word"", ""Welcome to java programming Oops concepts Encapsulation AbstractionInheritance  Polymorphismsample program on javaProject source codePlease suggest me how to do thissample text filessample.txt""]",<java><regex><split>,18119930,This will work:--CODE--The regex is--CODE--\\s* - zero or more spaces(\\w\\)|•) - a digit or letter followed by a bracket or a bullet point\\s* - zero or more spacesOutput:--CODE--,"[""public static void main(String[] args) throws Exception {    final String s = \""Welcome to java programming 1) Oops concepts a) Encapsulation A) Abstraction I) Inheritance  • Polymorphism\"";    final String[] split = s.split(\""\\\\s*(\\\\w\\\\)|•)\\\\s*\"");    for (final String bullet : split) {        System.out.println(bullet);    }}"", ""\\\\s*(\\\\w\\\\)|•)\\\\s*"", ""Welcome to java programmingOops conceptsEncapsulationAbstractionInheritancePolymorphism""]",Strings,"{""Regular expressions"": 0.95}"
13698941,13698983,Java Showing correct Incorrect,"I am having this problem which should not be a problem i have written this code--CODE--Everything works fine, i.e. database and all. I giving the same answer as the database string, but I get this result which is not fine and also the result says all strings are the same answer, but why I still don't get in the true condition I am getting the false condition my answer in console.--CODE--","[""import java.sql.Connection;import java.sql.DriverManager;import java.sql.ResultSet;import java.sql.Statement;import java.util.Scanner;/** * @author ZEESHAN */public class TestApps {    /**     * @param args the command line arguments     */    public static void main(String[] args)     {        // TODO code application logic here        Connection con;        // Statement stmt;        ResultSet rs;        String str,str2,str3;        try         {            Class.forName(\""sun.jdbc.odbc.JdbcOdbcDriver\"");            con=DriverManager.getConnection(\""jdbc:odbc:TestApp\"");            Statement stmt =  con.createStatement();            System.out.println(\""Connected\"");            rs=stmt.executeQuery(\""SELECT Emp_Name,Emp_LastName FROM Table_1 WHERE Emp_Name = 'zeeshan' \"");            while(rs.next())             {                str = rs.getString(\""Emp_Name\"");                str2 = rs.getString(\""Emp_LastName\"");                String name,pass;                    Scanner input = new Scanner(System.in);                name = input.nextLine();                pass = input.nextLine();                if(name.equals(str) &amp;&amp; pass.equals(str2) )                {                    System.out.println(\""CORRECT\"");                }                else                {                    System.out.println(\""INCORRECT\"");                    System.out.println(\""\""+name);                    System.out.println(\""\""+pass);                    System.out.println(\""\""+str);                    System.out.println(\""\""+str2);                }            }            //  String name,pass;                /*               if(name.equals(str) &amp;&amp; pass.equals(str2) )            {                System.out.println(\""Correct\"");            }            else            {                System.out.println(\""Incorrect\"");            }            */        }        catch (Exception ex)        {            System.out.println(\""Not connected\"");            ex.printStackTrace();        }    }}"", ""RESULT: INCORRECT zeeshan ismail zeeshan    ismail  ""]",<java><string><equals>,13698983,There are trailing spaces in the value of str and str2. You have to trim to values before comparing the string.--CODE--,"[""str = str.trim();str2 = str2.trim();""]",Strings,"{""Operations on Strings"": 0.8}"
52884348,52884959,how to put a component at the center of other component that sit in a JPanel,"I wondered how do I put a JLabel or a JPanel at the center of a JTable that Sit in a JPanel.I saw one example with BufferedImage but I could not convert it for some resone, here is the example link:[](""https://stackoverflow.com/questions/45701380/put-jlabel-on-component-in-jpanel"">Put)I put also an image to show what I mean.[Press to see the result I need](""https://i.stack.imgur.com/k8KUu.png"")by the way this is how it looks like when I uses windows 8now...any idea ?",[],<java><swing><awt>,52884959,"You can add any component directly to the table (this is how an editor works).You just need to set the size/location of the component:--CODE--Or you could use the JLayer class to decorate the JTable. Read the section from the Swing tutorial on [How to Decorate Components With the JLayer Class](""https://docs.oracle.com/javase/tutorial/uiswing/misc/jlayer.html"") for more information and working examples.Edit:A simple example of a proper MCVE""--CODE--","[""JLabel label = new JLabel( \""Please Wait\"" );label.setSize( label.getPreferredSize() );label.setLocation(20, 20);table.add( label );table.repaint();"", ""import java.awt.*;import javax.swing.*;import javax.swing.border.*;public class PleaseWait extends JPanel{    PleaseWait()    {        JTable table = new JTable(5, 5);        table.setPreferredScrollableViewportSize(table.getPreferredSize());        add( new JScrollPane( table ) );        JLabel label = new JLabel(\""Please Wait\"");        label.setOpaque(true);        label.setBackground(Color.LIGHT_GRAY);        label.setBorder( new EmptyBorder(10, 10, 10, 10) );        label.setSize( label.getPreferredSize() );        label.setLocation(150, 20);        table.add( label );    }    private static void createAndShowGUI()    {        JFrame frame = new JFrame(\""PleaseWait\"");        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);        frame.add(new PleaseWait());        frame.pack();        frame.setLocationByPlatform( true );        frame.setVisible( true );    }    public static void main(String[] args) throws Exception    {        EventQueue.invokeLater( () -> createAndShowGUI() );/*        EventQueue.invokeLater(new Runnable()        {            public void run()            {                createAndShowGUI();            }        });*/    }}""]",Graphical User Interfaces,"{""A selection of Swing components"": 0.85}"
21773270,21773305,File Reader IO Reading Text Files,I have an assignment that asks me to read a code from a text file.  Does anybody know what would be wrong with my code?  Instead of outputting the text itself it also outputs extra characters:{\rtf1\ansi\ansicpg1252\cocoartf1187\cocoasubrtf390{\fonttbl\f0\fswiss\fcharset0 Helvetica;}{\colortbl;\red255\green255\blue255;}\margl1440\margr1440\vieww10800\viewh8400\viewkind0\pard\tx720\tx1440\tx2160\tx2880\tx3600\tx4320\tx5040\tx5760\tx6480\tx7200\tx7920\tx8640\pardirnatural\f0\fs24 \cf0 ana\nan\stop\pots} when it should just be outputting this:ana nanstop potsHeres the code:--CODE--Thanks for the help!,"[""package anagram1;import java.io.FileReader; //Access file systems and allows buffered reader                        //to readimport java.io.BufferedReader; //Scannerimport java.util.Scanner;public class Anagram1 {public static void main(String[] args) throws Exception{    String path;    Scanner prompt = new Scanner(System.in);     System.out.println(\""Enter file path.\"");    path = prompt.nextLine();    FileReader file = new FileReader(path);  //here is where the file path is inserted    BufferedReader reader = new BufferedReader(file);    String text = \""\""; //stores what is inside file    String line = reader.readLine(); //keeps reading line after line of string given    while (line != null)    {        text += line;        line = reader.readLine();    }    System.out.println(text);}}""]",<java><file><input><output><filereader>,21773305,EDITIt seems your text file contains not only the expected four lines but other code.Former contentAre you sure your text file ONLY contains these four strings and is no special format? You could probably check with another text file you freshly created.,[],IO,"{""Typical uses of IO streams"": 0.85}"
50220868,50221005,Prinitng matching information from 2 files in Java,"I am trying to write a program that checks two files and prints the common contents from both the files.Example of the file 1 content would be:--CODE--Example of the file 2 content would be:--CODE--So the final output printed on the console would be:--CODE--Here is what I have so far in my code:--CODE--I am having trouble in figuring out how to match the file contents, and print only the student name and their major by matching the student id in each of the file. Thanks for all the help.","[""James 1Cody 2John 3"", ""1 Computer Science2 Chemistry3 Physics"", ""James Computer ScienceCody ChemistryJohn Physics"", ""public class Filereader {    public static void main(String[] args) throws Exception {    File file = new File(\""file.txt\"");    File file2 = new File(\""file2.txt\"");    BufferedReader reader = new BufferedReader(new FileReader(file));    BufferedReader reader2 = new BufferedReader(new FileReader(file2));    String st, st2;    while ((st = reader.readLine()) != null) {          System.out.println(st);    }    while ((st2 = reader2.readLine()) != null) {            System.out.println(st2);    }    reader.close();    reader2.close();    }}""]",<java><file>,50221005,"What you want is to organize your text file data into map, then merge their data. This will work even if your data are mixed, not in order.--CODE--","[""public class Filereader {    public static void main(String[] args) throws Exception {    File file = new File(\""file.txt\"");    File file2 = new File(\""file2.txt\"");    BufferedReader reader = new BufferedReader(new FileReader(file));    BufferedReader reader2 = new BufferedReader(new FileReader(file2));    String st, st2;    Map<Integer, String> nameMap = new LinkedHashMap<>();    Map<Integer, String> majorMap = new LinkedHashMap<>();    while ((st = reader.readLine()) != null) {          System.out.println(st);         String[] parts = st.split(\"" \""); // Here you got [\""James\"", \""1\""]         String name = parts[0];         Integer id = Integer.parseInt(parts[1]);         nameMap.put(id, name);    }    while ((st2 = reader2.readLine()) != null) {         System.out.println(st2);         String[] parts = st2.split(\"" \"");         String name = parts[1];         Integer id = Integer.parseInt(parts[0]);         majorMap.put(id, name);    }    reader.close();    reader2.close();    // Combine and print    nameMap.keySet().stream().forEach(id -> {      System.out.println(nameMap.get(id) + \"" \"" + majorMap.get(id));    })    }}""]",IO,"{""Typical uses of IO streams"": 0.85}"
33923387,,Save JTextField and Selected Radio Button Data To A Text File,"I've create a GUI in Netbeans to get inputs from the user for certain fields. I don't understand how to save the text from the JTextField and Radio Buttons that are selected to a text file. I attached the picture below of the user form. Once ""OK"" button is pressed, the user gets a dialog to save the file. Currently, I can save the file to a text file. But nothing appears in the text file. How can I retrieve data from each text field and radio button?Please help, I've tried a lot of solutions but it has not been working properly.--CODE--[](""https://i.stack.imgur.com/0mTrl.png"")","[""private void buttonOkActionPerformed(java.awt.event.ActionEvent evt) {                                             // TODO add your handling code here:    try{        String filename = JOptionPane.showInputDialog(null, \""Enter the name to be saved\"", \""File Name\"", 1 );        FileOutputStream writer = new FileOutputStream(filename+\"".dat\"");        txtFirstName.getText().toString(); //Trying to get text from First Name field.        writer.close();        JOptionPane.showMessageDialog(null,\""Saved Successfully\"");   }catch (Exception e) {       JOptionPane.showMessageDialog(null, e);   }}  ""]",<java><user-interface><netbeans><jdialog><fileoutputstream>,33923509,"Between--CODE--and --CODE--you should actually write using FileOutputStream's write method.I think that what you want to do is: --CODE--In the above code you can see that the FileOutputStream (conventionally references as fos for lazyness sake) gets wrapped.There are two families of classes to write files in Java. Readers/Writers and Streams.Your fos is a stream, so it deals with system specific implementation and writes bytes or integers, meanwhile that the BufferedWritter (bw for lazyness sake) deals with writing Objects, and basic types. With the wrapping we get the best of both worlds, high level handling and low level functionality.","[""FileOutputStream writer = new FileOutputStream(filename+\"".dat\"");"", ""writer.close();"", ""FileOutputStream writer = null;    try {        FileOutputStream writer = new FileOutputStream(filename+\"".dat\"");        OutputStreamWriter os = new OutputStreamWriter(writer);        BufferedWriter bw = new BufferedWriter(os);        bw.write(txtFirstName.getText().toString());    } catch (FileNotFoundException ex) {        Logger.getLogger(generafechas.class.getName()).log(Level.SEVERE, null, ex);    } catch (IOException ex) {        Logger.getLogger(generafechas.class.getName()).log(Level.SEVERE, null, ex);    }finally{        if(writer!=null)            try {                writer.close();        } catch (IOException ex) {            Logger.getLogger(generafechas.class.getName()).log(Level.SEVERE, null, ex);        }    }""]",Graphical User Interfaces,"{""A selection of Swing components"": 0.8, ""Text areas"": 0.85}"
29549852,,Java getting the wrong number of jbuttons in grid layout,So I'm new to Java and im definitely new to Swing. I've got a 80 X 80 array thats going to be used by a maze. I need my gui to have 80 X 80 buttons so they can be tied to the values in my array. I cant figure out why I'm only getting five or six large buttons from this code. If anyone can tell me how I can get this to work then thank you in advance because I'm stumped.Just run it and you'll see what I mean...also I guess I've not figured out how to change the color of the buttons and I changed the background color instead. Heres my code:--CODE--,"[""public static void draw() {    JFrame f = new JFrame();    f.setTitle(\""Maze\"");    f.setSize(800, 800);    f.setVisible(true);    f.setDefaultCloseOperation(EXIT_ON_CLOSE);    JPanel c = (JPanel)f.getContentPane();    GridLayout gridLayout = new GridLayout();    c.setLayout(gridLayout);    for(int i =0;i<80;i++){        for(int j =0;j<80;j++){            JButton b = new JButton();            c.add(b, i,j);            b.setSize(10, 10);            b.setOpaque(true);            b.setBackground(Color.red);        }    }}}""]",<java><swing><user-interface><jpanel><jbutton>,29550259,"80 * 10 > f.setSize(800, 800); and your code is not possible to fit in FullHd monitoruse f.pack() instead of f.setSize(800, 800);f.pack() and f.setVisible(true); (could be a main issue) should be last code lines in non_static and renamed to !public void DrawMe() {!, because draw() is reserved word for/in Java APIc.add(b, i,j); should be last code line too (logical ordering), c.add(b, i,j); set row and columns for GridLayout instead of injecting the JButton to virtual grid in GridLayoutmake me some sense (starting with the numbers of elements)from--CODE--","[""import java.awt.GridLayout;import javax.swing.JButton;import javax.swing.JFrame;import javax.swing.JPanel;import javax.swing.SwingUtilities;public class DrawMe {    private JFrame frame = new JFrame();    private JPanel c = new JPanel();    private static final int column = 10;    private static final int row = 10;    public DrawMe() {        c.setLayout(new GridLayout(row, column));        for (int i = 0; i < column; i++) {            for (int j = 0; j < row; j++) {                JButton b = new JButton((i + 1) + \"" \"" + (j + 1));                c.add(b);            }        }        frame.add(c);        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);        frame.pack();        frame.setLocation(150, 150);        frame.setVisible(true);    }    public static void main(String[] args) {        SwingUtilities.invokeLater(new Runnable() {            @Override            public void run() {                new DrawMe();            }        });    }}""]",Graphical User Interfaces,"{""A selection of Swing components"": 0.85, ""Making a button"": 0.8}"
