17825521,17826293,"When adding keybindings to a JTree, Why am I forced to make each Action it's own class?","Question: When adding keybindings to a JTree, Why am I forced to make each Action it's own class? Why can't I have have each action use a single Action class?To understand my question/issue, let me start off by explaining my Short Self Contained Example of the Problem below. --CODE--The Real Question is Why does the above //commented out code// not work for keybindings? (In my example I included a JPopupMenu to show that the above commented out code works for JPopupMenu, and in my mind should also work for keybindings) (The only way I was able to get the keybindings to work was to make a AbstractAction class for each Action, which you can see in the example code below)--CODE--","[""addKeyBindings(JTree tree) has the following 2 lines commented out. //Action addsiblingnodeaction = new RightClickNodeAction(\""Add SiblingNode\"");//Action addchildnodeaction = new RightClickNodeAction(\""Add ChildNode\"");/*These use 1 action class, to do 2 different actions. (I want this because I find the code to be less verbose)(They're commented out because they don't work for keybindings)(The reason I ask question, is because they DO work for JPopupMenu)*/"", ""import java.awt.event.ActionEvent;import javax.swing.AbstractAction;import javax.swing.Action;import javax.swing.JFrame;import javax.swing.JPopupMenu;import javax.swing.JTree;import javax.swing.KeyStroke;public class StackExchangeQuestion2 {     public static void main(String[] args){     StackExchangeQuestion2 workaround = new StackExchangeQuestion2();     //workaround = compiler didn't like me throwing constructor code in main     }//end mainStackExchangeQuestion2(){     JTree tree = new JTree();        initRightClickMenu(tree);//purpose of existance is to show Action Code is accurate     addKeyBindings(tree);     JFrame window = new JFrame();     window.getRootPane().setContentPane(tree);     window.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);     window.setTitle(\""Stack Exchange Question\"");     window.setSize(400,500);//variable parameters would be best     window.setVisible(true);                }//constructorprivate void initRightClickMenu(JTree tree){     JPopupMenu rightclickmenu = new JPopupMenu();        Action addsiblingnodeaction = new RightClickNodeAction(\""Add SiblingNode\"");     Action addchildnodeaction = new RightClickNodeAction(\""Add ChildNode\"");     rightclickmenu.add(addsiblingnodeaction);     rightclickmenu.add(addchildnodeaction);     tree.setComponentPopupMenu(rightclickmenu);        }private void addSiblingNode(){System.out.println(\""sibling node added\"");}private void addChildNode(){System.out.println(\""child node added\"");}     private void addKeyBindings(JTree tree){ //Action addsiblingnodeaction = new RightClickNodeAction(\""Add SiblingNode\""); Action addsiblingnodeaction = new AddSiblingNodeAction(\""Add SiblingNode\"");    tree.getActionMap().put(\""Add SiblingNode\"", addsiblingnodeaction);    tree.getInputMap().put(KeyStroke.getKeyStroke(\""ENTER\""), \""Add SiblingNode\"");     //Action addchildnodeaction = new RightClickNodeAction(\""Add ChildNode\""); Action addchildnodeaction = new AddChildNodeAction(\""Add ChildNode\"");        tree.getActionMap().put(\""Add ChildNode\"", addchildnodeaction);    tree.getInputMap().put(KeyStroke.getKeyStroke(\""SPACE\""), \""Add ChildNode\"");}//end addKeyBindins    private class AddSiblingNodeAction extends AbstractAction{          AddSiblingNodeAction(String name){super(name);}    public void actionPerformed(ActionEvent ae) {    addSiblingNode();   }}private class AddChildNodeAction extends AbstractAction{          AddChildNodeAction(String name){super(name);}    public void actionPerformed(ActionEvent ae) {    addChildNode();     }}    private class RightClickNodeAction extends AbstractAction{          RightClickNodeAction(String name){super(name);}    public void actionPerformed(ActionEvent ae) {    if(ae.getActionCommand().equals(\""Add SiblingNode\""))addSiblingNode();    if(ae.getActionCommand().equals(\""Add ChildNode\""))addChildNode();     }}}//end class""]",<java><swing><action><jtree><key-bindings>,17826293,"Answer: Because I'm doing it wrong, I'm not forced to do it one way. --CODE--","[""private class RightClickNodeAction extends AbstractAction{          RightClickNodeAction(String name){super(name);    putValue(ACTION_COMMAND_KEY, name);     }//end constructorpublic void actionPerformed(ActionEvent ae) {   //System.out.println(\""Action Command is: \""+ae.getActionCommand());   //the above comment verified it worked as expected + testingif(ae.getActionCommand().equals(\""Add SiblingNode\""))addSiblingNode();if(ae.getActionCommand().equals(\""Add ChildNode\""))addChildNode();     }}""]",Advanced Swing,"{""Trees"": 1.5}"
51176039,,log4j not initializes JDBC driver,Trying to use log4j to log to MS SQL server:--CODE--Got exception:--CODE--log4j.properties:--CODE--I have seen many reports on internet regardin JDBC is not initialized. But how to do this in log4j? How to fix this error? ,"[""import org.apache.log4j.Logger;public class MailTest {  private static Logger lg = Logger.getLogger(MailTest.class);  public static void main(String[] args) {      MailTest test = new MailTest();      try {          lg.info(\""hello\"");      } catch (Exception e) {          // TODO Auto-generated catch block          e.printStackTrace();      }  }  }"", ""log4j:ERROR Failed to excute sqljava.sql.SQLException: No suitable driver found for \""jdbc:sqlserver://localhost:1433;databaseName=ERP_IDMS\""    at java.sql.DriverManager.getConnection(DriverManager.java:689)    at java.sql.DriverManager.getConnection(DriverManager.java:247)    at org.apache.log4j.jdbc.JDBCAppender.getConnection(JDBCAppender.java:251)    at org.apache.log4j.jdbc.JDBCAppender.execute(JDBCAppender.java:215)    at org.apache.log4j.jdbc.JDBCAppender.flushBuffer(JDBCAppender.java:289)    at org.apache.log4j.jdbc.JDBCAppender.append(JDBCAppender.java:186)    at org.apache.log4j.AppenderSkeleton.doAppend(AppenderSkeleton.java:251)    at org.apache.log4j.helpers.AppenderAttachableImpl.appendLoopOnAppenders(AppenderAttachableImpl.java:66)    at org.apache.log4j.Category.callAppenders(Category.java:206)    at org.apache.log4j.Category.forcedLog(Category.java:391)    at org.apache.log4j.Category.info(Category.java:666)    at tst.MailTest.main(MailTest.java:35)d{yyyy-MM-dd HH:mm:ss} INFO  MailTest:35 - hello"", ""# Define the root logger with file appenderlog4j.rootLogger = debug, sql, stdout#log4j.rootLogger = error, sql, stdout# Log for the Hibernatelog4j.logger.org.hibernate=ERROR#log4j.logger.org.hibernate=INFO#log4j.logger.org.hibernate.type=trace#log4j.logger.org.hibernate.type=ALL# ================ Added as part of logging into DB ====================# Define the jdbc appenderlog4j.appender.sql=org.apache.log4j.jdbc.JDBCAppenderlog4j.appender.sql.URL=\""jdbc:sqlserver://localhost:1433;databaseName=ERP_IDMS\""# Set Database Driverlog4j.appender.sql.driver=com.microsoft.sqlserver.jdbc.SQLServerDriver# Set database user name and passwordlog4j.appender.sql.user=salog4j.appender.sql.password=sa# Set the SQL statement to be executed.#shortlog4j.appender.sql.layout.ConversionPattern=INSERT INTO LOGS1 VALUES ('%d{yyyy-MM-dd  HH:mm:ss.SSS}' ,'%C','%p','%m', '%throwable{short}', '%throwable{800}')# Define the xml layout for file appenderlog4j.appender.sql.layout=org.apache.log4j.EnhancedPatternLayout#=======================================================================# Direct to stdoutlog4j.appender.stdout=org.apache.log4j.ConsoleAppenderlog4j.appender.stdout.Target=System.outlog4j.appender.stdout.layout=org.apache.log4j.PatternLayoutlog4j.appender.stdout.layout.ConversionPattern=d{yyyy-MM-dd HH:mm:ss} %-5p %c{1}:%L - %m%n# =============================================================================""]",<java><sql-server><jdbc><log4j>,51176254,"Do you have SQL Server JDBC driver in your classpath ?If not, see the article for guidance: [Using the JDBC Driver](""https://docs.microsoft.com/en-us/sql/connect/jdbc/using-the-jdbc-driver?view=sql-server-2017"")",[],Database Programming,"{""JDBC Configuration"": 0.8, ""Working with JDBC Statements"": 0.8}"
51661290,,How to get my applicationContext.xml file pull a value from a properties file?,"I'm pretty new to Java and there's a project I'm working on that I'm struggling with.For the longest time we've had a really clunky build process for this app, where you have to manually go in and change values in the pom.xml file to switch from test to prod values. I'm trying to fix that so you can instead build using a profile flag, but I'm running into some trouble with one piece. There's an applicationContext.xml file that has the database URL hardcoded into it, and I want to be able to change that based on the profile, but I'm having trouble figuring out how to do that.The line in question looks like this:--CODE--How can I have that load the property I'm setting up in my application.properties file?--CODE--","[""<property name=\""url\"" value=\""jdbc:mysql://databaseserver:3306/testDatabase\"" />"", ""app.database.url=\""jdbc:mysql://databaseserver:3306/testDatabase\""""]",<java><xml><spring><build><pom.xml>,51662072,"You could do it in few ways. For instance, you could either place your properties directly inside the pom.xml file within a profile, or place them inside a .properties file and decide which file you should use on a profile level.Here is the first way of doing this:Firstly, you would write something like that in your main pom.xml :--CODE--Then you would replace your property tag with a given placeholder, that is--CODE--and voil脿. Hope that helps","[""     <project>      ...      <profiles>        <profile>          <id>development</id>          <activation>            <property>              <name>env</name>              <value>dev</value>            </property>          </activation>          <properties>          <app.database.url>jdbc:mysql://databaseserver:3306/testDatabase</app.database.url>          </properties>        </profile>  <profile>          <id>production</id>          <activation>            <property>              <name>env</name>              <value>prd</value>            </property>          </activation>          <properties>          <app.database.url>jdbc:mysql://anotherserver:1234/veryImportantProductionDatabase</app.database.url>          </properties>        </profile>        ...   </profiles> </project>"", "" <property name=\""url\"" value=\""${app.database.url}\"" />""]",XML,"{""Parsing an XML Document"": 1.2, ""Streaming Parsers"": 1.0}"
18645958,18645985,Missing id from XML file,I don't understand why my code can't find R.id.saveItem while it is in xml file. Any suggestions why this can happen?--CODE--Part of XML file (detail_menu.xml):--CODE--,"[""@Overridepublic boolean onCreateOptionsMenu(Menu menu) {    getMenuInflater().inflate(R.menu.detail_menu, menu);    return true;}@Overridepublic boolean onOptionsItemSelected(MenuItem item) {    switch (item.getItemId()) {    case android.R.id.home:        NavUtils.navigateUpFromSameTask(this);        return true;    case android.R.id.saveItem: // error - can't find saveItem        // do something        return true;    }    return super.onOptionsItemSelected(item);}"", ""<item    android:id=\""@+id/saveItem\""    android:orderInCategory=\""1\""    android:showAsAction=\""always\""    android:title=\""@string/save\""></item>""]",<java><android><xml><menu>,18645985,You are using case android.R.id.saveItem. Instead try case R.id.saveItem:,[],XML,"{""Parsing an XML Document"": 0.8, ""Streaming Parsers"": 1.0}"
14498748,14499153,It is possible to get by query maximum input NUMBER value in column?,"For example i have a table with column ""example"" NUMBER(5,2), if I right - max input value is 999,99.It's possible get by query value that could be stored in that column? May be any SQL query or by java api?",[],<java><database><oracle>,14499153,"If you already have the values for precision and scale, you should be able to calculate the maximum value like this:--CODE--If you don't know the values for precision and scale, you can query the database metadata:--CODE--","[""int precision = 5;int scale = 2;double maxValue = (Math.pow(10, precision) - 1) / Math.pow(10, scale);"", ""ResultSet rs = conn.getMetaData().getColumns(\""\"", \""%\"", \""{TABLENAME}\"", \""{COLUMNNAME}\"");if(!rs.next()) {    // unknown table/column}int precision = rs.getInt(\""COLUMN_SIZE\"");int scale = rs.getInt(\""DECIMAL_DIGITS\"");""]",Database Programming,"{""Query Execution"": 0.8, ""Working with JDBC Statements"": 0.9}"
55418967,,"How to insert 100,000 parent rows each with 200 child rows super fast?",I have a parent entity called OrderEvent and child entity called PreCondition. One OrderEvent can have many PreConditions(>= 200). I need to save 100000 OrderEvent + 100000 * 200  PreCondition. I used Repository.save(list Of OrderEvents) and save into DB for every 1000 records. It takes approx 30secs to insert 1000 OrderEvents.  It takes almost an hour to save all 100000 OrderEvents. Is there any way to bring down below 2 mins? Tried save entities method of repository--CODE--,"[""    public  void parseOrder(String path, String collectionName) throws ParseException {        BufferedReader reader;        Connection conn = (Connection) em.unwrap(java.sql.Connection.class);        System.out.println(conn);        try {            reader = new BufferedReader(new FileReader(                    path));            String line = reader.readLine();            String jobNumber =  line.substring(0, 7).trim();            String recordType =  line.substring(7, 9).trim();            Integer len = line.length();            preId = 0L;            postId = 0L;            eventId = 0L;            OrderEvent orderEvent = this.paraseHeader(line,len,jobNumber,collectionName);            Integer count = 1;            Integer batch = 0;            long startTime = System.nanoTime();            List<OrderEvent> list = new ArrayList<OrderEvent>();            while (line != null) {                line = reader.readLine();                if (line == null) {                    continue;                }                jobNumber =  line.substring(0, 7).trim();                recordType =  line.substring(7, 9).trim();                len = line.length();                if (recordType.equals(\""0H\"")) {                     count++;                    batch++;                    if (batch.equals(1000)) {                        orderRepository.save(list);                        list.clear();                        long estimatedTime = System.nanoTime() - startTime;                        System.out.println(\""Processed \"" +  batch + \"" records in \"" +  estimatedTime / 1_000_000_000.  +  \"" second(s).\"");                        batch = 0;                        startTime = System.nanoTime();                    }                    list.add(orderEvent);                    //orderRepository.saveAndFlush(orderEvent);                    orderEvent = this.paraseHeader(line,len,jobNumber,collectionName);                } else if (recordType.equals(\""2F\"")) {                     this.paraseFeature(line,len,jobNumber,orderEvent);                }            }            reader.close();        } catch (IOException e) {            e.printStackTrace();        }    }    private  OrderEvent paraseHeader (String line,Integer len,String jobNumber,String collectionName) throws ParseException {            String model = line.substring(9, 16).trim();            String processDate =  line.substring(len-11,len-3).trim();            String formattedProcessDate =  processDate.substring(0,4) + \""-\"" +                     processDate.substring(4,6) +\""-\"" + processDate.substring(6,8) + \"" 00:00:00\"";            //eventId++;            OrderEvent orderEvent = new OrderEvent(jobNumber,UUID.randomUUID().toString(),collectionName,                    formatter.parse(formattedProcessDate));        //  preId++;            //postId++;            orderEvent.fillPrecondition(\""Model\"", \""Stimulus\"", \""OP_EQ\"", model);            orderEvent.fillPostcondition(\""Add_Fact\"",\""Coded\"",\""Response\"",\""True\"");            return orderEvent;    }    private  void paraseFeature (String line,Integer len, String jobNumber, OrderEvent orderEvent) {    //  preId++;        String feature = line.substring(len-7,len).trim();        orderEvent.fillPrecondition(\""Feature\"", \""Stimulus\"", \""OP_EQ\"", feature);    }""]",<java><database><jpa>,55419106,"This usually depends on the database setup e.g. what is the latency to the client, what are the indexes on the tables, how queries are locking the table and so on.Make sure that you understand how much time is spent in network operations. It could be the limiting factor, especially if your database sits on the other side of the world.First establish what is the latency between the client and the database server. If it's 10 ms than inserting this row by row would be: 100,000 * 200 * 10ms = 200000s ~ 56h. This is very slow so make sure you are using batch inserts with JDBC. Sometimes the insertion process can be significantly speed up by creating a shadow table:Create new tables that are identical to OrderEvents and PreCondition tables. Some RDBMS allow for CREATE TABLE ... AS SELECT ...  FROM ... syntax.Disable foreign keys and indexes on the shadow tables.Bulk insert all the data.Enable foreign keys and indexes on shadow tables. This will hopefully ensure that imported data was correct.Insert from shadow tables into the actual tables e.g. by running INSERT INTO ... SELECT ... FROM ....Delete shadow table.However the best option would be to skip JDBC and switch to bulk load utility provided by your database e.g. Oracle DB has [External Tables](""https://docs.oracle.com/cd/B19306_01/server.102/b14215/et_concepts.htm"") and [SQL*Loader](""https://docs.oracle.com/cd/B19306_01/server.102/b14215/ldr_concepts.htm""). These tools are specifically designed to ingest large quantities of data efficiently while JDBC is a general purpose interface.",[],Database Programming,"{""Row Sets"": 1.5}"
44049039,44049341,Why is my JTextArea append not working,"Today, I wanted to pick up java, by making something to list all files in a directory (so that I can easily see what cards I miss in a digital card collection).I got the file walker to work, however, it doesn't append the file names to the JTextArea I made.I have this code:--CODE--On line 34, the issue seems to happen (I just add the hii as a placeholder there so I can figure out the issue).I don't get any error (only some warning saying The serializable class Gui does not declare a static final serialVersionUID field of type long, but this shouldn't cause it right?).The GUI just loads up with the textArea empty.I hope somebody will be able to help me :) Please forgive me for any cringe that you might get when reading the code :)Cheers!","[""package finlaydag33k.swing.gui;import java.awt.EventQueue;import java.nio.file.Files;import java.nio.file.Path;import java.nio.file.Paths;import java.util.stream.Stream;import javax.swing.JFrame;import javax.swing.JPanel;import javax.swing.JTextArea;import javax.swing.border.EmptyBorder;import net.miginfocom.swing.MigLayout;public class Gui extends JFrame {    private JPanel contentPane;    static JTextArea filePanel = new JTextArea();    /**     * Launch the application.     */    public static void main(String[] args) {        EventQueue.invokeLater(new Runnable() {            public void run() {                try {                    Gui frame = new Gui();                    frame.setVisible(true);                    try(Stream<Path> paths = Files.walk(Paths.get(\""/home/finlay/Pictures\""))) {                        paths.forEach(filePath -> {                            if (Files.isRegularFile(filePath)) {                                //System.out.println(filePath);                            filePanel.append(\""Hii\"");                            }                        });                    }                    System.out.println(System.currentTimeMillis() - System.currentTimeMillis());                } catch (Exception e) {                    e.printStackTrace();                }            }        });    }    /**     * Create the frame.     */    public Gui() {        setAlwaysOnTop(true);        setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);        setBounds(100, 100, 450, 300);        contentPane = new JPanel();        contentPane.setBorder(new EmptyBorder(5, 5, 5, 5));        setContentPane(contentPane);        contentPane.setLayout(new MigLayout(\""\"", \""[][grow]\"", \""[][grow]\""));        JTextArea filePanel =  new JTextArea();        contentPane.add(filePanel, \""cell 1 1,grow\"");    }}""]",<java><swing>,44049341,"You have two instance with the same name but in different scope :--CODE--And in the constructor :--CODE--Which mean that you are adding the one declared in the constructor to the frame but are appending the static one in the main. Not the same instance at all.Remove the static (because this doesn't make sense)--CODE--Remove the second declaration, to initiliaze the variable in the constructor--CODE--and use the variable instance in the main to access it --CODE--For more explanation, search about shadowing field in Java. This is simply what you are doing. You hide an variable by declaring the same variable in a different scope.","[""public class Gui extends JFrame {    static JTextArea filePanel = new JTextArea();"", ""public Gui() {    ...    JTextArea filePanel =  new JTextArea();"", ""public class Gui extends JFrame {     JTextArea filePanel;"", ""public Gui() {        ...        filePanel =  new JTextArea();"", ""frane.filePanel.append(\""Hii\"");""]",Advanced Swing,"{""Text Components"": 1.3}"
22745286,22747313,Resizing jpanel according to the components present in it,"In the below example, in the west side of the border layout, there is a parent panel which has a BoxLayout and couple of panels inside. The problem is that the west panel covers the whole area from top to bottom. The FlowLayout used for child panels inside the parent panel consume a lot of area. Is it possible to compress each JPanel according to the components? Also, it should remain the same even when the window is maximized?--CODE--","[""import java.awt.BorderLayout;import java.awt.EventQueue;import javax.swing.JFrame;import javax.swing.JPanel;import javax.swing.border.EmptyBorder;import javax.swing.JLabel;import javax.swing.BoxLayout;import javax.swing.JTextField;import javax.swing.JCheckBox;import javax.swing.JButton;public class Sample extends JFrame {    private JPanel contentPane;    private JTextField textField;    private JTextField textField_1;    /**     * Launch the application.     */    public static void main(String[] args) {        EventQueue.invokeLater(new Runnable() {            public void run() {                try {                    Sample frame = new Sample();                    frame.setVisible(true);                } catch (Exception e) {                    e.printStackTrace();                }            }        });    }    /**     * Create the frame.     */    public Sample() {        setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);        setBounds(100, 100, 450, 300);        contentPane = new JPanel();        contentPane.setBorder(new EmptyBorder(5, 5, 5, 5));        contentPane.setLayout(new BorderLayout(0, 0));        setContentPane(contentPane);        JPanel panel = new JPanel();        contentPane.add(panel, BorderLayout.NORTH);        JLabel lblNewLabel = new JLabel(\""New label\"");        panel.add(lblNewLabel);        JPanel panel_1 = new JPanel();        contentPane.add(panel_1, BorderLayout.WEST);        panel_1.setLayout(new BoxLayout(panel_1, BoxLayout.Y_AXIS));        JPanel panel_2 = new JPanel();        panel_1.add(panel_2);        textField = new JTextField();        panel_2.add(textField);        textField.setColumns(2);        textField_1 = new JTextField();        panel_2.add(textField_1);        textField_1.setColumns(2);        JPanel panel_3 = new JPanel();        panel_1.add(panel_3);        JCheckBox chckbxNewCheckBox = new JCheckBox(\""New check box\"");        panel_3.add(chckbxNewCheckBox);        JPanel panel_4 = new JPanel();        panel_1.add(panel_4);        JButton btnNewButton = new JButton(\""New\"");        panel_4.add(btnNewButton);        JButton btnNewButton_1 = new JButton(\""New\"");        panel_4.add(btnNewButton_1);    }}""]",<java><swing><layout><jpanel>,22747313,One approach is to add panel_1 to an enclosing panel. The default FlowLayout conforms itself to the preferred size of the enclosed components when you pack() the enclosing Window. I've added a gray panel to CENTER as a placeholder; resize the frame to see the effect.--CODE--As tested:--CODE--,"[""JPanel flowPanel = new JPanel();flowPanel.add(panel_1);"", ""import java.awt.BorderLayout;import java.awt.Color;import java.awt.Dimension;import java.awt.EventQueue;import javax.swing.JFrame;import javax.swing.JPanel;import javax.swing.border.EmptyBorder;import javax.swing.JLabel;import javax.swing.BoxLayout;import javax.swing.JTextField;import javax.swing.JCheckBox;import javax.swing.JButton;public class Sample extends JFrame {    private JPanel contentPane;    private JTextField textField;    private JTextField textField_1;    /**     * Launch the application.     */    public static void main(String[] args) {        EventQueue.invokeLater(new Runnable() {            @Override            public void run() {                try {                    Sample frame = new Sample();                    frame.pack();                    frame.setVisible(true);                } catch (Exception e) {                    e.printStackTrace();                }            }        });    }    /**     * Create the frame.     */    public Sample() {        setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);        contentPane = new JPanel();        contentPane.setBorder(new EmptyBorder(5, 5, 5, 5));        contentPane.setLayout(new BorderLayout(0, 0));        setContentPane(contentPane);        JPanel panel = new JPanel();        contentPane.add(panel, BorderLayout.NORTH);        JLabel lblNewLabel = new JLabel(\""New label\"");        panel.add(lblNewLabel);        JPanel panel_1 = new JPanel();        panel_1.setLayout(new BoxLayout(panel_1, BoxLayout.Y_AXIS));        JPanel panel_2 = new JPanel();        panel_1.add(panel_2);        textField = new JTextField();        panel_2.add(textField);        textField.setColumns(2);        textField_1 = new JTextField();        panel_2.add(textField_1);        textField_1.setColumns(2);        JPanel panel_3 = new JPanel();        panel_1.add(panel_3);        JCheckBox chckbxNewCheckBox = new JCheckBox(\""New check box\"");        panel_3.add(chckbxNewCheckBox);        JPanel panel_4 = new JPanel();        panel_1.add(panel_4);        JButton btnNewButton = new JButton(\""New\"");        panel_4.add(btnNewButton);        JButton btnNewButton_1 = new JButton(\""New\"");        panel_4.add(btnNewButton_1);        JPanel flowPanel = new JPanel();        flowPanel.add(panel_1);        contentPane.add(flowPanel, BorderLayout.WEST);        contentPane.add(new JPanel(){            @Override            public Dimension getPreferredSize() {                return new Dimension(320, 240);            }            @Override            public Color getBackground() {                return Color.lightGray;            }        }, BorderLayout.CENTER);    }}""]",Advanced Swing,"{""Component Organizers and Decorators"": 0.7}"
26012982,26013065,Get attributes of a given XML element using JAVA,Here is the XML file:--CODE--And Here is the java code to get the attributes from a specified element. If i try to run it is giving NullpointException. I dont know what is missing or what is the fault. Please can anyone help me out. I have commented the lines where the exception occurs:--CODE--,"[""<TestCase name=\""SearchPromotions\"" type=\""DDTC\"" recovery=\""false\"" datatable=\""HsbcDemoSearchPromotionstestCaseSpecificVirtualDatatable\"" position=\""0\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\""    xsi:noNamespaceSchemaLocation=\""file://C:/New folder/VTAF/base-qa-3.0.5.2/generator/xsd/TestCase.xsd\"">    <SelectedDataTableNames name=\""SearchData\""> </SelectedDataTableNames>    <Open page=\""hsbc\""  ms=\""5000\""  />    <Click object=\""hsbc.Personal_Link\""  />    <Click object=\""hsbc.CreditCard_tab\""  />    <Call businessComponent=\""Global.Verify_Search\"">       <Param name=\""HotelName_Param\"" value=\""@SearchData_link\"" />    </Call>    <CheckElementPresent object=\""hsbc.Img_Hotel_logo\""  Identifire=\""Hotel_Name_PARAM:@SearchData_ResultHotelName\""  fail=\""true\""  customErrorMessage=\""Searched hotel name is not present in the page.\""  /></TestCase>"", ""File fXmlFile = new File(\""SearchPromotions.xml\"");DocumentBuilderFactory dbFactory = DocumentBuilderFactory.newInstance();DocumentBuilder dBuilder = dbFactory.newDocumentBuilder();Document doc = dBuilder.parse(fXmlFile);doc.getDocumentElement().normalize();Element docEle = doc.getDocumentElement();NodeList nl = docEle.getChildNodes();if (nl != null &amp;&amp; nl.getLength() > 0) {    for (int i = 0; i < nl.getLength(); i++) {        if (nl.item(i).getNodeType() == Node.ELEMENT_NODE) {            Element ele = (Element) nl.item(i);            switch(ele.getNodeName()){                case \""Click\"":                    System.out.println(ele);                    //----------------                    System.out.println(ele.getAttributes().getNamedItem(\""page\"").getNodeValue());                    //----------------                    break;                default:                    break;            }        }    }}""]",<java><xml>,26013065,"You're trying to get the page attribute of a Click element, but it only holds an object attribute.Thus, when executing ele.getAttributes().getNamedItem(""page"").getNodeValue() getNamedItem(""page"") will return null.",[],XML,"{""Parsing an XML Document"": 0.8, ""Streaming Parsers"": 1.0}"
8342069,8342204,Sum of Doubles that where parsed from a Jtable,"How to get the sum of Doubles that where parsed from a JTable?I'm Building a Client/Server Application, and I'm Stuck on a Little issue.I want get the sum of values of a column in a JTable, this column contains String objects with #,## format, so when I try to parse them into doubles with a loop I get this error:--CODE--Here is the JTable image:And here is the code that I tried so far:--CODE--","[""java.lang.NumberFormatException: For input string: \""0,55\"""", ""    private void jButton10ActionPerformed(java.awt.event.ActionEvent evt)    {                                              Double summl = 0.0;    for(int i = 0; i < jTable1.getRowCount(); i++){        summl=summl+Double.parseDouble(jTable1.getValueAt(i,5).toString());    }     System.out.println(\""summl = \""+summl);   }  ""]",<java><swing><jtable><double><number-formatting>,8342204,"I think the problem is with the comma in the number. You should try to parse the numbers using [NumberFormat](""http://docs.oracle.com/javase/1.4.2/docs/api/java/text/NumberFormat.html"") class.E.G.:--CODE--","[""public static void main(String[] args) {        NumberFormat nf = NumberFormat.getInstance(Locale.FRENCH); //Set the proper locale here        try {            Double myDouble = (Double)nf.parse(\""0,55\"");            System.out.println(myDouble);        } catch (ParseException e) {            e.printStackTrace();        }    }""]",Advanced Swing,"{""Tables"": 1.3}"
